ID	RA	e_RA	DEC	e_DEC	Sint	e_Sint	Spk	e_Spk	MAJAX	e_MAJAX	MINAX	e_MINAX	PA	e_PA	Island_RMS	S_Code	Mosaic_Name
J124847.4+554646	192.19753	2.0	55.77949	2.0	135.1	14.3	128.0	13.1	26.0	0.6	25.4	0.5	-0.6	33.7	2.7	S	R39D66
J124822.1+554850	192.09245	2.0	55.81409	2.0	140.6	14.8	108.6	11.2	28.5	0.8	28.4	0.7	-82.7	90.0	2.7	S	R39D66
J124710.7+560358	191.79498	2.0	56.06618	2.0	348.7	35.2	281.2	28.3	29.5	0.3	26.2	0.3	36.8	3.3	2.9	C	R39D66
J124709.1+560329	191.78816	2.0	56.05833	2.0	309.4	31.3	276.2	27.8	27.3	0.3	25.7	0.3	13.5	6.7	2.9	C	R39D66
J124710.7+555610	191.79485	2.0	55.93616	2.0	247.4	25.2	217.6	21.9	27.7	0.4	25.6	0.3	25.9	6.4	2.8	C	R39D66
J124709.7+555535	191.79079	2.0	55.92656	2.0	121.0	13.0	99.0	10.3	30.3	1.0	25.2	0.7	22.9	6.5	2.8	C	R39D66
J124648.8+555332	191.70349	2.5	55.89241	3.1	31.3	5.5	20.6	3.6	34.9	5.5	27.2	3.5	2.9	26.0	2.8	S	R39D66
J124432.4+560751	191.13515	2.1	56.131	2.1	65.9	8.3	64.0	7.0	26.1	1.2	24.7	1.1	-80.5	33.0	2.9	S	R39D66
J124344.9+561210	190.93741	2.1	56.20304	2.0	179.2	19.2	108.1	11.2	34.1	1.2	23.2	0.6	16.2	3.8	2.9	M	R39D66
J124434.2+555735	191.14279	2.6	55.95997	2.7	23.1	5.3	19.5	3.5	28.2	4.3	26.3	3.8	-17.9	87.2	2.8	C	R39D66
J124333.2+560058	190.8885	2.4	56.01635	2.3	32.6	5.6	26.8	3.9	29.0	3.2	26.2	2.6	-77.4	42.5	2.7	S	R39D66
J124315.0+555754	190.81271	2.9	55.96502	3.4	49.4	6.3	20.0	3.5	42.8	6.4	36.0	4.9	-8.9	36.1	2.7	S	R39D66
J124716.9+554612	191.8205	2.2	55.77002	2.2	61.3	7.6	44.2	5.3	31.4	2.1	27.6	1.7	-37.3	21.0	2.7	S	R39D66
J124729.5+554448	191.8732	2.0	55.74688	2.0	77.3	9.0	71.6	7.7	26.6	1.0	25.4	0.9	-35.1	35.6	2.7	S	R39D66
J124623.0+554256	191.59593	2.6	55.71579	2.5	24.4	5.2	20.2	3.4	28.4	4.0	26.5	3.5	76.7	85.1	2.7	S	R39D66
J124603.8+555100	191.51588	2.3	55.85024	2.4	27.2	5.5	25.9	3.8	26.9	3.0	24.5	2.5	21.9	47.8	2.8	S	R39D66
J124528.3+554323	191.36792	2.0	55.72316	2.0	401.9	40.5	380.3	38.1	25.9	0.2	25.5	0.2	-18.4	14.8	2.7	S	R39D66
J124453.7+554628	191.22406	2.1	55.77456	2.1	76.6	9.0	66.8	7.3	27.8	1.2	25.8	1.1	30.4	22.7	2.7	S	R39D66
J124239.7+555247	190.66563	2.4	55.87973	2.4	37.9	5.7	26.2	3.8	30.8	3.3	29.4	3.0	-9.3	90.0	2.6	S	R39D66
J125152.2+552155	192.96771	2.1	55.36552	2.1	114.6	12.2	66.4	7.2	39.9	2.0	27.0	1.0	28.4	5.9	2.7	S	R39D66
J125129.0+551011	192.87099	2.4	55.16985	2.5	22.8	5.1	21.4	3.5	27.3	3.7	24.4	2.9	27.6	47.8	2.7	S	R39D66
J124841.5+551430	192.17332	2.0	55.24177	2.0	172.5	17.9	159.5	16.2	26.7	0.5	25.3	0.4	-8.3	13.1	2.7	S	R39D66
J124741.8+551430	191.92429	2.2	55.24177	2.4	30.1	5.5	27.8	3.9	29.2	3.2	23.1	2.0	-6.9	18.5	2.7	S	R39D66
J124732.0+551357	191.88374	2.0	55.23273	2.0	373.9	37.7	268.5	27.0	33.9	0.4	25.7	0.2	-17.0	1.3	2.7	S	R39D66
J124949.8+550103	192.4575	2.7	55.01758	2.7	24.8	5.3	19.6	3.5	29.8	4.7	26.5	3.7	-38.9	54.9	2.8	S	R39D66
J124931.0+550154	192.37936	2.0	55.0317	2.0	348.2	35.1	306.3	30.8	27.7	0.3	25.6	0.2	-9.4	4.8	2.8	C	R39D66
J124933.0+550058	192.38791	2.0	55.01618	2.0	187.6	19.3	143.4	14.6	30.8	0.7	26.6	0.5	-29.8	6.0	2.8	C	R39D66
J125116.3+545532	192.81795	2.2	54.92582	2.2	40.8	6.2	34.8	4.5	27.9	2.3	26.3	2.1	-14.0	60.2	2.8	S	R39D66
J124702.7+551340	191.76135	2.0	55.22778	2.0	694.1	69.7	621.0	62.2	27.2	0.1	25.6	0.1	23.0	3.3	2.7	M	R39D66
J124706.0+545728	191.77505	2.0	54.95781	2.0	212.1	21.7	205.1	20.7	25.9	0.3	24.9	0.3	19.2	12.9	2.6	S	R39D66
J124546.2+553047	191.44276	3.1	55.5131	3.0	62.1	7.3	24.0	3.8	49.7	6.8	32.5	3.5	45.4	14.4	2.8	S	R39D66
J124628.1+552324	191.61723	2.3	55.39008	2.2	29.9	5.6	29.5	4.0	26.2	2.5	24.3	2.2	-71.9	51.3	2.7	S	R39D66
J124506.5+552044	191.27711	2.1	55.34582	2.1	44.7	6.6	42.1	5.1	26.2	1.8	25.3	1.7	87.6	80.4	2.8	S	R39D66
J124433.1+552004	191.13828	3.4	55.33458	2.6	74.6	8.4	25.2	3.9	51.7	6.6	35.7	3.7	71.9	15.1	2.8	S	R39D66
J124309.9+553247	190.79128	2.1	55.54647	2.1	67.8	8.3	60.5	6.7	26.9	1.3	26.0	1.2	61.3	59.1	2.8	S	R39D66
J124345.0+552008	190.93756	2.1	55.33575	2.1	60.0	7.6	51.6	5.9	28.0	1.6	26.0	1.4	-86.0	30.6	2.7	S	R39D66
J124538.4+551133	191.41026	2.0	55.19265	2.0	1533.0	153.5	1014.8	101.5	34.5	0.1	26.1	0.1	65.0	0.5	2.7	M	R39D66
J124555.8+550017	191.48267	2.0	55.0049	2.0	286.4	29.0	222.0	22.4	31.4	0.4	25.7	0.3	-83.0	1.8	2.5	S	R39D66
J131932.5+534634	199.88544	2.0	53.77622	2.0	144.5	15.1	133.4	13.6	26.2	0.5	25.8	0.5	73.6	58.0	2.6	S	R41D65
J131855.8+534255	199.73267	2.1	53.71553	2.1	60.5	7.5	50.0	5.7	28.9	1.6	26.2	1.3	26.6	23.6	2.6	S	R41D65
J131911.0+534028	199.79614	2.3	53.67472	2.3	28.3	5.2	25.4	3.7	27.4	2.9	25.4	2.5	-28.8	56.7	2.6	S	R41D65
J131737.1+534041	199.40465	2.0	53.67829	2.0	87.4	9.9	79.9	8.4	26.8	0.9	25.5	0.8	23.6	26.7	2.7	S	R41D65
J131613.2+534637	199.0551	2.0	53.77701	2.0	237.7	24.2	201.7	20.4	28.0	0.4	26.3	0.3	2.9	8.0	2.6	C	R41D65
J131612.7+534603	199.05296	2.0	53.7675	2.0	173.6	17.9	128.5	13.1	30.7	0.7	27.5	0.6	-9.0	7.5	2.6	C	R41D65
J131748.4+532741	199.45178	2.0	53.46144	2.0	296.6	30.3	189.6	19.1	31.1	0.5	27.7	0.4	-36.2	5.8	2.6	M	R41D65
J131711.9+532915	199.29984	2.0	53.4876	2.1	134.1	14.0	72.4	7.8	40.5	1.8	28.6	1.0	9.7	5.0	2.6	S	R41D65
J131736.1+532421	199.4008	2.2	53.40602	2.2	55.3	7.0	38.1	4.7	31.2	2.4	29.1	2.1	45.0	44.8	2.6	S	R41D65
J131618.7+532402	199.0782	2.3	53.40077	2.3	60.0	7.3	35.5	4.5	34.7	2.9	30.5	2.3	51.4	26.2	2.6	S	R41D65
J131358.5+532818	198.4939	2.3	53.47191	2.1	311.4	31.3	67.0	7.2	61.2	2.6	47.4	1.8	78.6	6.5	2.8	S	R41D65
J131444.3+535757	198.68472	2.1	53.96595	2.2	61.3	7.6	47.8	5.6	30.0	1.9	26.7	1.5	2.1	20.7	2.7	S	R41D65
J131429.0+540020	198.62085	2.1	54.00574	2.2	87.3	9.8	57.1	6.4	37.2	2.2	25.7	1.1	-7.8	5.6	2.7	S	R41D65
J131107.7+540648	197.78246	2.0	54.11355	2.0	604.3	60.8	405.3	40.6	32.5	0.3	26.2	0.2	16.8	1.7	2.8	M	R41D65
J131138.2+535457	197.90939	2.0	53.91595	2.0	104.7	11.6	95.3	10.0	26.8	0.8	25.6	0.8	-28.3	27.8	2.9	S	R41D65
J131222.6+534342	198.09436	2.1	53.72838	2.2	90.1	10.2	59.7	6.7	34.3	1.9	27.5	1.3	10.4	9.0	2.9	S	R41D65
J131100.9+534631	197.75398	2.1	53.7753	2.1	94.8	10.6	68.8	7.5	32.6	1.6	26.4	1.1	-11.6	7.6	2.8	C	R41D65
J131059.4+534549	197.7478	2.1	53.76383	2.1	62.0	7.9	55.0	6.2	26.9	1.5	26.2	1.4	72.5	78.1	2.8	C	R41D65
J131115.6+534353	197.81532	3.1	53.73156	2.4	52.8	6.8	26.3	4.0	43.6	5.7	28.8	2.9	76.6	12.6	2.9	S	R41D65
J131003.4+535346	197.51443	2.5	53.89632	2.5	23.8	5.5	21.8	3.6	26.5	3.6	25.8	3.4	37.1	90.0	2.9	S	R41D65
J131013.6+534711	197.55672	2.0	53.78647	2.0	130.6	14.0	121.2	12.5	26.6	0.7	25.3	0.6	-69.6	19.4	2.9	S	R41D65
J131027.4+534139	197.61444	2.0	53.6942	2.0	118.9	12.9	111.4	11.5	25.9	0.7	25.8	0.7	-44.5	90.0	2.9	S	R41D65
J131730.9+530420	199.37878	2.9	53.07236	2.9	39.2	5.6	20.1	3.4	39.2	5.9	31.2	4.0	46.2	28.0	2.6	S	R41D65
J131558.7+531103	198.99475	2.0	53.18432	2.0	122.2	13.0	102.1	10.6	29.5	0.8	25.3	0.6	11.0	6.8	2.6	S	R41D65
J131604.5+530509	199.01903	3.6	53.08607	3.1	79.6	8.6	20.9	3.4	56.5	7.6	42.1	5.0	-62.9	21.1	2.6	S	R41D65
J131455.2+531620	198.73018	2.0	53.27228	2.0	342.7	34.6	315.6	31.7	26.5	0.2	25.6	0.2	-22.8	8.6	2.7	S	R41D65
J131335.7+531336	198.3989	2.0	53.22682	2.0	137.6	14.6	132.1	13.5	26.1	0.6	24.9	0.5	-52.6	17.9	2.8	S	R41D65
J131622.0+525712	199.0918	2.0	52.95334	2.0	321.0	32.6	289.1	29.0	26.2	0.3	24.6	0.2	37.4	6.5	2.6	M	R41D65
J131622.0+525304	199.09207	2.2	52.88453	2.2	36.2	5.8	33.8	4.3	27.7	2.3	24.1	1.8	-33.3	23.8	2.6	S	R41D65
J131607.7+524847	199.0323	2.0	52.81322	2.0	167.2	17.3	144.8	14.7	27.3	0.5	26.4	0.5	18.1	23.1	2.6	S	R41D65
J131528.6+525435	198.86951	2.9	52.90977	2.2	98.7	10.5	34.9	4.4	56.0	5.0	31.6	2.1	86.5	6.9	2.6	S	R41D65
J131449.2+530334	198.70534	2.0	53.05968	2.1	221.4	22.5	105.5	10.9	44.2	1.4	29.7	0.7	13.2	2.5	2.7	S	R41D65
J131319.6+530944	198.33179	2.0	53.16224	2.0	86.6	9.9	78.0	8.3	27.0	1.0	25.7	0.9	-80.6	29.1	2.8	S	R41D65
J131255.6+530421	198.2318	2.1	53.07251	2.2	41.2	6.2	38.6	4.7	26.5	1.9	25.2	1.8	36.9	59.7	2.7	S	R41D65
J131228.9+525923	198.12082	2.1	52.98983	2.1	70.8	8.3	57.2	6.3	28.1	1.4	27.5	1.3	34.5	89.1	2.6	S	R41D65
J131240.5+531312	198.16895	2.0	53.22017	2.0	290.0	29.4	241.6	24.3	28.5	0.3	26.3	0.3	0.4	4.8	2.8	S	R41D65
J131114.3+532356	197.80984	2.0	53.39902	2.0	269.4	27.8	192.6	19.5	31.9	0.6	24.7	0.3	-56.4	2.8	2.8	M	R41D65
J131121.2+531749	197.83868	2.0	53.29704	2.0	490.5	49.3	387.8	38.9	28.7	0.2	27.6	0.2	-17.3	5.9	2.7	S	R41D65
J131102.1+532727	197.75914	2.0	53.45771	2.0	117.0	12.6	98.1	10.2	27.5	0.8	27.1	0.8	84.1	90.0	2.8	S	R41D65
J130933.3+532938	197.38879	2.1	53.49403	2.1	57.9	7.6	49.0	5.8	28.6	1.8	25.8	1.5	-3.6	26.9	2.9	S	R40D65
J131041.5+531922	197.67311	2.7	53.32303	3.1	34.6	5.6	20.3	3.6	35.2	5.5	30.3	4.2	13.7	41.8	2.8	S	R41D65
J130923.7+532342	197.34917	2.1	53.39514	2.1	51.7	7.2	46.4	5.5	26.8	1.7	25.9	1.6	16.6	80.4	2.9	S	R40D65
J130915.4+532209	197.31422	2.7	53.36944	3.6	50.2	6.6	21.6	3.8	44.9	7.0	32.3	4.2	11.0	23.5	2.9	S	R40D65
J131210.0+530732	198.04184	2.0	53.12557	2.0	159.4	16.6	146.6	14.9	26.8	0.5	25.4	0.5	-51.7	13.3	2.7	S	R41D65
J130833.1+531105	197.13817	2.2	53.18499	2.2	85.1	9.5	46.5	5.5	35.5	2.3	32.3	2.0	24.9	30.3	2.7	S	R40D65
J130846.3+530545	197.19322	2.0	53.09609	2.0	221.1	22.5	195.5	19.7	27.6	0.4	25.6	0.3	-72.2	9.5	2.6	S	R40D65
J130801.5+530753	197.00658	2.7	53.13149	2.5	25.6	5.1	20.1	3.4	29.6	4.2	26.9	3.5	-83.6	62.3	2.6	S	R40D65
J130739.0+541431	196.91273	2.0	54.24202	2.0	1711.7	171.2	1320.2	132.1	30.1	0.1	26.9	0.1	20.1	2.4	2.9	S	R40D65
J130649.9+541712	196.70824	2.2	54.28691	2.2	34.2	6.1	33.2	4.5	26.3	2.4	24.5	2.1	9.0	53.5	2.9	S	R40D65
J130630.1+541440	196.62575	2.2	54.24462	2.3	32.3	6.0	32.6	4.4	27.0	2.6	23.0	1.9	28.7	25.8	2.9	S	R40D65
J130457.8+535915	196.24091	2.0	53.98752	2.0	151.2	15.9	147.0	15.0	25.8	0.5	24.9	0.5	-22.9	22.8	2.9	S	R40D65
J130328.2+542443	195.86761	2.0	54.41197	2.0	469.9	47.2	439.2	44.0	26.3	0.2	25.4	0.2	63.1	8.2	2.7	S	R40D65
J130241.8+541902	195.67438	2.3	54.31746	2.3	44.1	6.3	32.9	4.4	31.5	2.9	26.6	2.2	41.6	23.8	2.7	S	R40D65
J130257.2+541516	195.73834	2.1	54.25467	2.1	78.1	9.1	67.3	7.3	27.7	1.2	26.1	1.1	14.8	30.3	2.7	S	R40D65
J130230.8+541419	195.62874	2.0	54.23871	2.1	79.2	9.2	63.4	6.9	30.9	1.5	25.3	1.0	-10.2	10.5	2.7	C	R40D65
J130228.5+541335	195.61909	2.0	54.22648	2.0	156.7	16.3	139.3	14.2	26.9	0.5	26.1	0.5	-23.9	26.9	2.7	C	R40D65
J130428.9+535013	196.12044	2.0	53.83703	2.0	3040.9	304.1	2691.4	269.2	27.1	0.0	26.1	0.0	21.9	2.1	3.0	C	R40D65
J130428.8+534943	196.12033	2.0	53.82877	2.0	2065.0	206.6	1794.1	179.4	27.0	0.0	26.6	0.0	23.7	5.5	3.0	C	R40D65
J130145.1+540844	195.43811	2.0	54.14564	2.0	933.6	93.5	858.3	85.9	27.0	0.1	25.2	0.1	76.5	2.4	2.7	S	R40D65
J130131.3+540756	195.38049	2.0	54.13238	2.0	580.9	58.4	398.8	40.0	39.8	0.4	24.8	0.2	71.6	0.9	2.7	M	R40D65
J130028.0+541006	195.11707	2.0	54.16845	2.1	67.9	8.3	68.0	7.3	25.8	1.1	24.2	1.0	13.4	27.0	2.8	S	R40D65
J130208.5+540045	195.53555	2.3	54.01275	2.3	25.2	5.4	26.1	3.8	25.0	2.6	24.1	2.5	-72.5	90.0	2.7	S	R40D65
J130027.3+540447	195.11401	2.1	54.07976	2.2	53.2	7.0	43.6	5.2	28.5	1.9	26.8	1.7	-10.1	45.0	2.7	S	R40D65
J130744.9+533747	196.9371	2.8	53.62976	2.4	48.2	6.7	28.5	4.2	37.7	4.6	28.0	2.7	-71.3	19.2	2.9	S	R40D65
J130732.0+533345	196.88345	2.0	53.56263	2.0	337.0	34.4	204.0	20.6	33.9	0.6	27.0	0.4	16.5	3.3	3.0	M	R40D65
J130734.9+533038	196.89574	2.1	53.5106	2.1	61.4	7.9	51.1	6.0	28.3	1.8	26.5	1.5	-16.4	39.3	3.0	S	R40D65
J130736.1+532344	196.90044	2.1	53.39575	2.1	57.3	7.6	50.4	5.9	27.7	1.7	25.6	1.5	85.7	33.0	2.9	S	R40D65
J130533.1+533747	196.38797	2.6	53.62983	2.7	30.0	6.0	22.8	4.0	29.0	4.2	28.4	4.0	7.1	1.1	3.1	C	R40D65
J130454.9+533933	196.22884	2.1	53.65929	2.1	46.1	7.0	44.5	5.4	26.1	1.8	24.8	1.7	-16.6	54.7	3.0	S	R40D65
J130523.7+532937	196.34892	2.0	53.4938	2.0	255.7	26.1	205.6	20.8	29.7	0.5	26.1	0.4	-63.6	6.3	3.0	S	R40D65
J130633.3+531209	196.63905	2.1	53.20263	2.1	55.7	7.4	52.2	6.0	26.3	1.5	25.4	1.4	70.5	67.1	2.8	S	R40D65
J130551.1+532400	196.46298	2.1	53.40006	2.1	46.2	6.9	46.9	5.6	25.4	1.6	24.3	1.5	-38.3	62.1	3.0	S	R40D65
J130503.0+532442	196.26283	2.0	53.41193	2.0	210.1	21.6	202.3	20.5	25.8	0.4	25.2	0.4	78.8	28.6	3.0	S	R40D65
J130522.3+532114	196.34303	2.0	53.35395	2.0	119.2	13.0	116.7	12.0	25.6	0.7	25.0	0.6	29.8	41.6	2.9	S	R40D65
J130444.2+532416	196.18423	2.0	53.40447	2.0	1037.7	103.9	959.5	96.0	26.6	0.1	25.5	0.1	-70.5	4.0	3.0	S	R40D65
J130328.5+531924	195.8689	2.1	53.32335	2.0	81.1	9.4	74.6	8.0	27.7	1.1	24.5	0.9	75.8	14.0	2.8	S	R40D65
J130331.3+534358	195.88069	2.0	53.7328	2.0	204.1	21.5	121.1	12.4	33.0	1.0	26.4	0.6	34.1	5.4	2.8	M	R40D65
J130139.7+535222	195.41566	2.1	53.87305	2.1	48.1	6.7	45.0	5.3	26.0	1.6	25.7	1.5	65.8	0.3	2.7	S	R40D65
J130032.6+535114	195.13606	2.0	53.85395	2.0	97.1	10.7	89.3	9.3	26.3	0.8	25.9	0.8	-45.5	90.0	2.7	S	R40D65
J130052.5+533814	195.21878	2.2	53.63742	2.2	39.8	6.0	33.3	4.3	27.6	2.3	27.1	2.2	-33.4	0.2	2.7	S	R40D65
J130124.6+533247	195.35265	2.0	53.54654	2.0	589.6	59.3	490.9	49.2	28.3	0.2	25.3	0.1	-87.3	2.2	2.7	M	R40D65
J130248.7+531712	195.7032	2.2	53.28685	2.2	80.3	9.1	46.7	5.5	36.2	2.5	29.7	1.8	-51.3	15.3	2.8	C	R40D65
J130247.4+531640	195.69777	2.1	53.27805	2.3	57.8	7.4	41.3	5.0	33.4	2.6	26.2	1.7	-21.6	14.0	2.8	C	R40D65
J130105.8+533448	195.27429	2.1	53.58017	2.1	60.0	7.5	51.8	5.9	27.2	1.5	26.6	1.4	73.6	90.0	2.7	S	R40D65
J125943.0+532829	194.92947	2.0	53.4748	2.1	173.3	17.8	94.7	9.9	43.4	1.5	26.3	0.6	-28.6	3.1	2.7	S	R40D65
J131615.9+523853	199.06628	2.2	52.64811	2.1	31.4	5.3	32.9	4.1	25.1	1.9	23.8	1.7	-82.8	57.7	2.5	S	R41D65
J131545.6+522349	198.94016	2.0	52.39697	2.0	260.6	26.6	225.9	22.7	26.6	0.3	24.8	0.3	-48.6	6.8	2.4	M	R41D65
J131443.4+522638	198.68109	2.0	52.44409	2.0	412.6	41.6	342.9	34.4	27.0	0.2	25.8	0.2	-27.6	6.8	2.4	M	R41D65
J131248.3+523153	198.20164	2.1	52.53157	2.2	43.5	5.9	36.9	4.4	28.8	2.0	25.6	1.6	-0.8	23.2	2.4	S	R41D65
J131136.2+525429	197.901	2.4	52.90833	3.3	43.0	5.7	21.6	3.4	43.8	6.2	28.4	3.0	-5.3	13.1	2.5	C	R41D65
J131133.8+525326	197.89122	2.1	52.89083	2.1	85.5	9.5	57.3	6.3	33.0	1.6	28.2	1.2	29.0	11.5	2.5	C	R41D65
J130937.7+523728	197.40749	2.6	52.62468	2.6	20.0	4.5	17.4	3.0	29.9	4.6	24.1	3.0	-42.8	29.0	2.3	S	R40D64
J131044.2+522648	197.68422	2.3	52.44684	2.1	64.0	7.5	39.4	4.7	35.1	2.4	28.9	1.7	-88.2	15.3	2.4	S	R40D64
J130703.8+524130	196.76588	2.2	52.69173	2.2	40.2	5.8	33.8	4.2	28.2	2.2	26.4	1.9	-20.9	48.0	2.5	S	R40D65
J130837.6+523129	197.15672	2.1	52.52472	2.1	56.8	7.0	44.4	5.1	29.3	1.7	27.3	1.5	78.8	32.9	2.4	S	R40D64
J131455.9+520931	198.73293	2.1	52.15864	2.1	135.6	14.7	74.8	7.8	36.7	1.6	22.6	0.6	-46.5	3.7	2.3	M	R40D64
J131134.0+521240	197.892	2.4	52.21112	2.6	22.5	4.5	18.7	3.0	29.0	3.9	25.9	3.1	-22.5	48.4	2.3	S	R40D64
J131034.4+521352	197.64372	2.0	52.23122	2.0	309.2	31.2	207.6	20.9	32.7	0.4	28.5	0.3	82.6	4.0	2.4	S	R40D64
J131013.0+515733	197.55426	2.6	51.95942	2.6	22.8	4.4	17.4	2.9	28.8	4.0	28.4	3.9	55.7	0.0	2.2	S	R40D64
J130954.6+515849	197.47751	2.1	51.98034	2.1	37.0	5.4	38.8	4.5	24.9	1.5	23.9	1.3	-2.9	54.0	2.3	S	R40D64
J131111.8+515246	197.79936	2.0	51.87959	2.0	97.2	10.4	96.9	9.9	25.3	0.6	24.8	0.6	-62.9	51.3	2.2	S	R40D64
J131012.8+522027	197.55357	2.1	52.34086	2.1	55.3	6.8	45.8	5.2	28.2	1.6	26.7	1.4	14.7	41.9	2.4	S	R40D64
J130907.6+522435	197.28198	2.0	52.40984	2.0	318.0	32.1	238.8	24.0	31.1	0.4	26.7	0.3	42.6	2.9	2.4	S	R40D64
J131019.2+521328	197.58022	2.0	52.22462	2.0	150.9	15.5	86.8	9.0	35.0	1.1	31.1	0.9	-48.5	10.9	2.4	S	R40D64
J130956.8+521510	197.48689	2.0	52.25287	2.0	141.3	14.7	104.6	10.8	32.5	0.8	26.0	0.6	46.4	4.9	2.4	S	R40D64
J130950.2+521338	197.45937	2.0	52.22728	2.0	139.5	14.5	104.4	10.7	30.1	0.7	27.8	0.6	28.8	13.0	2.4	S	R40D64
J130754.7+521923	196.97823	2.0	52.32326	2.0	275.2	27.8	243.3	24.5	27.1	0.3	26.1	0.3	-45.3	10.5	2.4	S	R40D64
J130743.5+521225	196.93141	2.0	52.20706	2.0	74.2	8.5	68.3	7.2	26.7	1.0	25.4	0.9	7.1	28.6	2.4	S	R40D64
J130653.4+522049	196.72292	2.0	52.34702	2.0	131.2	13.7	86.2	9.0	33.6	1.1	28.3	0.8	37.5	7.4	2.4	S	R40D64
J130733.3+520752	196.88896	2.0	52.13114	2.0	516.3	51.9	337.3	33.8	34.4	0.3	27.3	0.2	12.3	1.5	2.3	M	R40D64
J130730.0+520555	196.87535	2.0	52.0988	2.0	391.9	39.5	194.4	19.6	42.2	0.6	25.4	0.3	5.1	1.3	2.3	M	R40D64
J130508.9+525317	196.28708	2.0	52.88833	2.0	162.4	16.9	147.2	15.0	26.5	0.5	26.0	0.5	62.8	48.0	2.8	S	R40D65
J130358.7+525820	195.99474	2.6	52.97235	2.4	68.5	8.0	35.7	4.6	48.6	4.9	24.7	1.5	-52.1	7.6	2.8	S	R40D65
J130433.9+525132	196.14159	2.1	52.85916	2.1	63.4	7.9	53.6	6.1	27.5	1.5	26.8	1.4	33.8	88.8	2.7	S	R40D65
J130351.2+525333	195.96373	2.1	52.89257	2.1	72.9	8.7	60.7	6.7	28.6	1.4	26.3	1.2	-73.8	24.7	2.8	S	R40D65
J130359.8+524610	195.99944	2.3	52.76949	2.2	39.9	6.0	31.9	4.2	28.5	2.5	27.5	2.4	-86.0	90.0	2.7	S	R40D65
J130258.9+524016	195.74561	2.0	52.67122	2.0	256.5	26.0	221.9	22.4	27.7	0.3	26.1	0.3	69.8	9.5	2.6	S	R40D65
J130147.9+531403	195.44994	2.3	53.23443	2.4	26.9	5.4	24.2	3.7	27.6	3.3	25.2	2.8	3.7	54.7	2.7	S	R40D65
J130113.5+531422	195.30666	2.0	53.23969	2.0	162.0	16.9	150.4	15.3	26.5	0.5	25.5	0.5	-64.1	19.8	2.7	S	R40D65
J130036.5+531154	195.15208	2.0	53.19844	2.0	409.4	41.2	384.3	38.5	26.3	0.2	25.3	0.2	67.9	7.7	2.7	S	R40D65
J130210.1+530658	195.54211	2.3	53.11615	2.4	46.7	6.5	32.6	4.4	31.7	3.0	28.3	2.5	-6.3	35.1	2.8	S	R40D65
J125939.7+532027	194.91559	2.0	53.34109	2.0	150.0	15.6	103.0	10.7	32.1	0.9	28.3	0.7	35.3	9.5	2.7	S	R40D65
J125933.2+531443	194.88835	2.0	53.24542	2.0	106.1	11.6	95.1	9.9	27.3	0.8	25.5	0.7	-5.1	17.3	2.7	S	R40D65
J125833.5+531707	194.63988	2.2	53.28555	2.0	139.1	14.5	78.1	8.3	44.1	1.9	25.2	0.7	-83.1	3.2	2.7	S	R40D65
J125949.6+530736	194.95705	2.3	53.12681	2.6	36.0	5.7	25.2	3.8	33.1	4.0	27.0	2.8	-11.5	25.0	2.7	S	R40D65
J130145.3+525306	195.43915	2.2	52.88501	2.1	105.5	11.4	55.5	6.3	35.6	1.9	33.4	1.7	-59.0	36.2	2.7	C	R40D65
J130138.3+525349	195.40959	3.0	52.89699	3.0	81.8	8.9	25.7	3.8	54.5	6.5	36.6	3.6	-46.1	14.9	2.7	C	R40D65
J130005.9+524805	195.02495	2.1	52.80148	2.1	67.9	8.2	51.4	5.9	30.9	1.9	26.8	1.4	-11.7	17.6	2.8	S	R40D65
J125951.7+525856	194.96561	2.2	52.98241	2.2	36.8	5.9	34.3	4.4	26.6	2.2	25.2	2.0	-36.1	64.3	2.7	S	R40D65
J125843.4+530120	194.68108	2.1	53.02229	2.1	57.7	7.4	51.1	5.8	27.2	1.5	25.9	1.4	-32.4	45.8	2.7	S	R40D65
J125817.9+530542	194.57471	2.0	53.09523	2.0	92.4	10.3	76.2	8.1	29.3	1.1	25.8	0.9	-53.1	12.0	2.7	S	R40D65
J125759.0+525908	194.49625	2.1	52.98578	2.0	89.1	10.1	74.9	8.0	29.0	1.2	25.7	0.9	83.9	13.1	2.8	S	R40D65
J125802.3+525144	194.50983	2.0	52.86238	2.0	441.8	44.7	322.6	32.4	32.4	0.4	24.9	0.2	-63.6	1.7	2.9	M	R40D65
J125748.7+525151	194.45322	2.4	52.86434	3.7	66.0	7.7	25.3	3.9	54.0	7.4	30.1	3.0	0.9	11.1	2.9	S	R40D65
J130531.5+522354	196.38155	2.0	52.3984	2.0	140.3	14.6	116.6	11.9	28.2	0.6	26.6	0.6	-22.9	16.7	2.4	S	R40D65
J130341.9+522456	195.92488	2.2	52.41577	2.1	66.7	7.8	46.2	5.3	33.7	2.0	26.8	1.4	-76.5	11.9	2.4	S	R40D65
J130210.2+523329	195.54279	2.0	52.55806	2.1	75.0	8.8	67.6	7.3	27.2	1.1	25.5	1.0	19.9	27.7	2.7	S	R40D65
J130507.5+520339	196.2813	2.1	52.06097	2.0	103.5	11.0	72.9	7.7	31.3	1.1	28.3	0.9	-68.4	13.3	2.3	S	R40D64
J130418.3+520338	196.07645	2.2	52.06082	2.2	39.9	5.6	31.4	4.0	30.4	2.5	26.1	1.9	-66.4	20.6	2.3	S	R40D64
