ID	RA	e_RA	DEC	e_DEC	Sint	e_Sint	Spk	e_Spk	MAJAX	e_MAJAX	MINAX	e_MINAX	PA	e_PA	Island_RMS	S_Code	Mosaic_Name
J104437.8+521539	161.15759	2.0	52.2609	2.0	356.4	35.9	161.9	16.3	45.7	0.7	29.1	0.3	41.6	1.5	1.7	M	R33D65
J105346.0+522407	163.44197	2.0	52.40205	2.0	709.9	71.1	450.3	45.1	33.7	0.2	27.3	0.1	-85.2	1.1	2.0	M	R34D65
J105237.9+522636	163.15802	2.1	52.44358	2.1	37.7	5.0	34.1	3.9	26.9	1.6	25.7	1.4	-6.4	51.5	1.9	S	R33D64
J105228.5+521543	163.11916	2.0	52.26201	2.0	139.5	14.3	127.3	12.9	26.6	0.4	25.8	0.4	14.7	20.3	1.8	S	R33D64
J104948.9+520837	162.45403	2.6	52.14379	3.2	45.5	5.1	16.7	2.3	56.5	6.6	30.3	2.5	29.4	9.4	1.6	S	R33D64
J105143.9+515812	162.93294	2.5	51.97027	2.1	52.9	5.8	25.9	3.1	45.0	3.5	28.4	1.6	80.9	8.0	1.6	S	R33D64
J105123.9+515758	162.84996	2.5	51.9662	2.8	14.1	3.1	11.6	2.0	29.2	4.5	25.9	3.5	-6.0	52.0	1.6	S	R33D64
J105129.2+515542	162.87186	2.2	51.92859	2.3	15.9	3.2	16.4	2.3	25.8	2.6	23.4	2.2	24.0	44.3	1.6	S	R33D64
J105101.2+515358	162.755	2.1	51.89957	2.1	30.5	4.1	30.4	3.4	26.6	1.5	23.5	1.2	-10.4	18.3	1.6	S	R33D64
J104745.5+521558	161.93958	3.1	52.26619	3.2	34.6	4.3	14.1	2.3	47.7	7.0	32.0	3.7	42.4	16.7	1.8	C	R33D64
J104742.3+521525	161.92664	2.0	52.25704	2.0	99.8	10.4	89.6	9.1	27.4	0.6	25.4	0.5	28.5	11.0	1.8	C	R33D64
J104747.4+521419	161.94786	2.5	52.2387	2.1	130.4	13.9	43.1	4.7	56.7	3.7	24.0	0.9	-11.2	3.7	1.8	M	R33D64
J104735.5+521302	161.89796	2.5	52.21733	2.7	19.6	3.5	13.9	2.3	31.5	4.4	27.9	3.5	9.5	46.0	1.7	S	R33D64
J104705.1+521420	161.77165	2.0	52.23909	2.0	180.8	18.5	93.2	9.5	39.1	1.1	26.7	0.5	44.0	3.1	1.8	M	R33D64
J104607.1+521202	161.52977	2.0	52.20082	2.0	112.2	11.6	95.4	9.7	27.5	0.5	26.7	0.5	-52.7	23.3	1.7	S	R33D64
J104610.7+520949	161.54468	2.1	52.16361	2.0	81.0	8.6	53.6	5.7	33.1	1.2	28.5	0.9	-57.5	9.5	1.7	S	R33D64
J104659.3+520403	161.74731	2.0	52.06774	2.0	47.7	5.5	43.5	4.7	26.5	1.0	25.9	1.0	11.8	64.0	1.6	S	R33D64
J104620.9+520319	161.5873	2.1	52.05547	2.2	34.5	4.4	27.8	3.3	29.3	1.9	26.4	1.6	-5.1	24.8	1.6	S	R33D64
J104749.7+520009	161.95714	2.1	52.00274	2.1	30.7	4.1	30.8	3.5	26.2	1.4	23.8	1.1	-4.6	21.7	1.6	S	R33D64
J104943.4+515634	162.43098	2.0	51.94291	2.0	142.3	14.5	129.0	13.0	26.9	0.3	25.7	0.3	-12.1	11.1	1.6	S	R33D64
J104733.3+515704	161.88898	2.3	51.95125	2.4	27.6	3.8	18.6	2.5	32.2	3.0	28.7	2.5	-13.7	33.5	1.6	S	R33D64
J104653.5+515704	161.72298	2.0	51.95121	2.0	211.2	21.3	169.5	17.0	29.7	0.3	26.2	0.2	44.6	2.8	1.6	S	R33D64
J104655.4+515023	161.73112	2.1	51.83997	2.3	71.9	8.0	32.2	3.6	39.8	2.6	25.6	1.2	-68.6	6.5	1.5	M	R33D64
J104643.4+514430	161.68112	2.0	51.74182	2.0	83.2	8.7	66.5	6.8	29.6	0.7	26.4	0.6	4.5	8.5	1.5	S	R33D64
J102815.3+571907	157.06396	2.4	57.31876	2.4	34.3	5.4	25.1	3.6	29.9	3.2	28.6	2.9	-60.3	90.0	2.5	S	R32D66
J102839.2+570407	157.16368	2.0	57.06887	2.0	140.3	14.7	115.9	11.9	28.3	0.7	26.7	0.6	-0.5	16.9	2.6	S	R32D66
J102830.4+565848	157.12682	2.6	56.9801	2.6	33.3	5.4	23.1	3.6	34.8	4.6	25.8	2.7	-44.3	18.3	2.6	S	R32D66
J103020.2+564405	157.58446	2.4	56.7348	2.4	23.3	5.4	23.2	3.7	25.5	3.2	24.6	3.0	-5.8	90.0	2.8	S	R32D66
J102935.6+563620	157.39867	2.0	56.60557	2.0	114.5	12.4	106.8	11.0	26.6	0.7	25.2	0.6	-42.6	18.7	2.7	S	R32D66
J102926.9+563422	157.36243	2.0	56.57304	2.0	163.1	16.9	138.9	14.2	27.3	0.6	26.8	0.5	-76.7	45.3	2.7	S	R32D66
J103014.1+562725	157.55901	2.0	56.45707	2.0	213.6	21.9	185.3	18.7	28.3	0.5	25.4	0.4	-43.4	6.0	2.7	S	R32D66
J103136.5+562316	157.90237	2.2	56.38803	2.3	53.0	6.9	38.2	4.7	31.9	2.5	27.2	1.9	0.8	20.5	2.6	C	R32D66
J103137.7+562219	157.90749	2.0	56.37214	2.0	143.4	15.0	120.5	12.4	28.3	0.7	26.3	0.6	-10.8	13.5	2.6	C	R32D66
J103036.5+560848	157.6525	2.0	56.14692	2.0	269.6	27.3	258.2	25.9	25.9	0.3	25.2	0.2	-25.1	13.4	2.5	S	R32D66
J103202.4+561056	158.01015	2.0	56.18241	2.0	217.4	22.2	210.7	21.2	25.8	0.3	25.0	0.3	-46.6	14.8	2.5	S	R32D66
J102836.7+561049	157.15308	2.0	56.18047	2.0	94.7	10.4	86.4	9.0	26.8	0.8	25.5	0.7	11.9	24.1	2.4	S	R32D66
J102816.3+560825	157.06798	2.3	56.14053	2.6	30.1	5.1	23.1	3.4	31.6	3.8	25.8	2.6	2.3	24.0	2.4	C	R32D66
J102819.9+560756	157.08321	2.5	56.1323	2.5	34.0	5.2	22.4	3.5	32.2	3.9	29.4	3.3	-49.8	54.5	2.4	C	R32D66
J102858.3+560534	157.24313	2.1	56.09293	2.2	38.6	5.7	34.8	4.3	27.4	2.0	25.3	1.7	12.2	37.0	2.4	S	R32D66
J102831.7+560439	157.13229	2.5	56.07777	3.5	34.5	5.1	18.0	3.2	41.6	6.8	28.7	3.6	6.3	19.3	2.5	S	R32D66
J102949.4+560013	157.45612	2.0	56.00364	2.0	214.2	21.8	204.1	20.6	25.8	0.3	25.4	0.3	0.9	34.0	2.4	S	R32D66
J103119.5+555511	157.83154	2.3	55.91989	2.2	43.6	5.9	31.1	4.0	31.9	2.8	27.4	2.1	-76.2	24.3	2.4	S	R32D66
J103328.6+554944	158.36951	2.0	55.82907	2.0	64.7	7.8	64.9	7.0	25.4	1.0	24.5	0.9	10.9	47.4	2.6	S	R32D66
J102935.9+555311	157.39972	2.2	55.88656	2.2	42.8	6.0	34.8	4.3	28.6	2.2	26.9	1.9	-34.8	49.9	2.5	S	R32D66
J102955.9+554832	157.48322	2.1	55.80905	2.3	43.9	6.0	33.7	4.2	33.5	2.9	24.3	1.6	10.1	11.3	2.5	C	R32D66
J102955.3+554740	157.48061	2.1	55.79446	2.1	41.6	5.9	39.1	4.6	26.6	1.7	25.0	1.6	13.7	44.9	2.5	C	R32D66
J102843.1+554922	157.17989	3.0	55.82289	2.3	100.5	10.6	31.6	4.1	59.2	5.5	33.6	2.4	75.5	8.1	2.5	S	R32D66
J102858.9+554851	157.24561	2.6	55.81442	2.3	49.0	6.3	27.9	3.9	36.8	3.9	29.9	2.7	78.6	21.5	2.5	C	R32D66
J102839.0+554230	157.16267	2.1	55.70835	2.1	53.8	6.9	50.2	5.7	26.6	1.4	25.2	1.3	-77.5	41.2	2.5	S	R32D66
J103041.5+553946	157.67331	2.0	55.66302	2.1	127.7	13.4	87.3	9.1	34.4	1.1	26.6	0.7	19.5	5.4	2.4	S	R32D66
J103350.5+554255	158.46069	2.1	55.7155	2.1	45.8	6.4	46.3	5.3	25.5	1.5	24.3	1.3	-2.8	50.4	2.6	S	R32D66
J103202.5+553536	158.01048	2.0	55.59339	2.0	362.3	36.7	306.9	30.8	34.9	0.4	24.2	0.2	81.9	1.2	2.4	M	R32D66
J103117.5+553824	157.82301	2.6	55.64005	2.4	21.1	4.5	18.5	3.0	28.1	3.8	25.3	3.1	81.4	54.5	2.3	S	R32D66
J103100.6+553133	157.75273	2.0	55.52603	2.0	171.6	17.6	161.3	16.3	25.8	0.4	25.7	0.4	-53.4	90.0	2.4	S	R32D66
J102934.9+552544	157.39572	2.0	55.42895	2.0	174.2	17.9	165.7	16.8	25.8	0.4	25.5	0.4	10.5	57.4	2.5	S	R32D66
J103108.6+552322	157.78619	2.1	55.38967	2.1	54.6	6.9	51.0	5.7	27.0	1.4	24.8	1.2	11.4	24.4	2.5	S	R32D66
J103006.2+551950	157.52614	2.0	55.33066	2.0	154.5	16.1	150.4	15.2	25.5	0.4	25.1	0.4	-12.7	44.7	2.5	S	R32D66
J102800.1+554240	157.0007	2.4	55.71112	2.3	26.9	5.1	24.0	3.6	27.8	3.2	25.2	2.6	59.5	48.1	2.6	S	R32D66
J102906.0+552001	157.27512	2.0	55.3337	2.0	214.9	22.2	131.1	13.3	33.9	0.8	26.6	0.5	-43.4	4.2	2.5	M	R32D66
J102814.5+551849	157.06084	2.0	55.31369	2.0	175.3	18.0	167.8	17.0	25.7	0.4	25.4	0.4	-67.2	45.1	2.4	S	R32D66
J103347.3+552530	158.44717	2.1	55.42513	2.0	105.8	11.5	75.4	8.1	33.6	1.4	26.1	0.9	-88.8	7.8	2.8	S	R32D66
J103437.2+551031	158.6553	2.0	55.17533	2.0	961.3	96.2	909.1	91.0	26.0	0.1	25.5	0.1	-38.1	7.4	2.7	S	R32D66
J103116.9+551817	157.82079	2.0	55.30487	2.0	665.9	66.9	439.5	44.0	34.8	0.3	24.7	0.1	0.5	0.9	2.6	M	R32D66
J103025.7+551627	157.60724	2.0	55.27425	2.0	863.1	86.5	640.6	64.1	31.5	0.2	25.5	0.1	48.9	0.9	2.6	M	R32D66
J103156.4+550815	157.98511	2.2	55.13752	2.3	35.1	5.8	30.5	4.1	28.2	2.7	25.6	2.3	-8.4	41.7	2.7	S	R32D66
J103201.1+550552	158.00494	2.2	55.09783	2.2	48.2	6.6	38.2	4.8	30.0	2.4	26.3	1.8	18.0	25.2	2.7	S	R32D66
J103443.1+550236	158.67973	2.1	55.04349	2.1	42.7	6.0	38.2	4.6	27.1	1.8	25.8	1.6	64.4	56.2	2.4	S	R32D66
J103257.7+550035	158.24048	2.1	55.00999	2.1	50.2	6.7	47.5	5.4	26.1	1.4	25.3	1.4	-81.0	67.5	2.6	S	R32D66
J102951.7+551505	157.46574	2.1	55.25146	2.1	49.9	6.6	43.6	5.1	27.2	1.7	26.3	1.6	40.7	71.6	2.6	S	R32D66
J102916.7+545337	157.31972	2.1	54.89378	2.1	108.2	11.6	61.7	6.8	36.4	1.8	30.1	1.3	27.8	10.7	2.6	S	R32D66
J103056.1+544312	157.73409	2.2	54.72018	2.2	61.6	7.3	39.1	4.7	34.5	2.5	28.6	1.8	52.5	16.5	2.5	S	R32D66
J103608.8+543842	159.0369	2.3	54.64509	2.3	20.5	4.3	20.7	3.0	25.6	2.7	24.1	2.4	67.5	72.9	2.2	S	R33D65
J103413.5+544743	158.55641	2.0	54.79554	2.0	554.2	55.6	504.0	50.5	26.8	0.1	25.6	0.1	-28.7	5.0	2.3	S	R32D66
J103243.2+544107	158.18018	2.2	54.6855	2.2	34.3	5.2	30.6	3.9	27.6	2.2	25.4	1.9	35.4	40.4	2.3	S	R32D66
J103257.1+544001	158.23813	2.0	54.667	2.0	223.4	22.7	208.4	21.0	26.5	0.3	25.3	0.3	-35.1	10.8	2.3	S	R32D66
J103736.3+543020	159.40137	2.2	54.50568	2.2	26.6	4.4	24.2	3.2	27.0	2.3	25.5	2.1	15.1	62.5	2.0	S	R33D65
J103605.3+542657	159.02225	2.1	54.44926	2.0	178.1	18.4	77.4	8.0	43.7	1.7	30.1	0.9	-23.1	4.6	2.1	M	R33D65
J103550.0+542503	158.95863	2.1	54.41769	2.0	300.7	30.4	92.1	9.4	45.8	1.2	35.7	0.8	5.0	4.8	2.0	M	R33D65
J103540.4+542510	158.91849	2.0	54.41972	2.0	89.0	9.6	79.9	8.3	26.8	0.7	26.0	0.7	30.6	33.4	2.1	S	R33D65
J103707.9+542418	159.28293	2.2	54.40509	2.2	28.0	4.4	24.3	3.2	28.0	2.4	25.8	2.1	-64.4	42.8	2.0	S	R33D65
J103427.9+542458	158.61658	2.2	54.41629	2.3	46.2	5.7	29.8	3.7	34.5	2.8	28.1	1.9	21.0	15.5	2.1	S	R33D65
J103459.7+541742	158.74908	2.4	54.29518	2.7	16.0	3.9	14.6	2.6	28.4	4.4	24.1	3.2	-1.4	37.9	2.1	S	R33D65
J103105.3+543904	157.77225	2.0	54.65135	2.0	85.3	9.5	75.2	7.9	27.3	0.9	26.0	0.8	57.9	27.9	2.4	S	R32D66
J103119.5+543918	157.8315	2.1	54.65513	2.1	48.8	6.4	47.1	5.3	26.8	1.4	24.2	1.2	-50.4	22.0	2.4	S	R32D66
J103236.9+542741	158.15414	2.7	54.46159	2.7	25.8	4.4	17.0	2.9	32.0	4.6	29.6	4.0	-37.5	78.5	2.2	S	R32D66
J103217.3+542411	158.07243	2.0	54.40312	2.0	111.0	11.7	97.6	10.0	27.4	0.7	25.9	0.6	71.2	17.4	2.2	S	R32D66
J103148.1+542538	157.95053	2.1	54.4274	2.1	42.6	5.7	34.9	4.2	27.8	1.9	27.5	1.8	-41.0	0.4	2.2	S	R32D66
J103138.8+542440	157.9119	2.7	54.41116	3.1	38.2	5.1	17.8	3.0	39.5	5.6	34.0	4.4	9.2	41.2	2.2	S	R32D66
J102842.6+542437	157.17764	2.1	54.41046	2.1	67.7	7.9	55.0	6.1	28.4	1.4	27.0	1.2	22.8	37.8	2.4	S	R32D66
J102805.8+542412	157.02438	2.0	54.40336	2.0	407.4	41.0	366.4	36.7	27.0	0.2	25.8	0.2	32.7	5.9	2.5	S	R32D66
J102938.6+542518	157.41118	2.1	54.42173	2.1	47.9	6.2	46.6	5.2	25.8	1.3	24.9	1.2	-64.6	57.8	2.3	S	R32D66
J102955.3+542339	157.48061	2.0	54.39421	2.0	380.1	38.2	343.9	34.5	26.9	0.2	25.7	0.2	-53.3	5.8	2.3	S	R32D66
J102809.8+541945	157.04111	2.1	54.32943	2.1	70.1	8.1	51.4	5.8	30.8	1.6	27.7	1.4	28.7	20.5	2.5	S	R32D66
J102821.5+541934	157.0898	2.1	54.32637	2.1	97.5	10.6	66.9	7.2	31.0	1.2	29.4	1.1	-41.2	30.3	2.5	S	R32D66
J103231.5+542400	158.13142	2.5	54.40006	2.4	35.7	5.0	22.5	3.2	34.3	3.8	29.0	2.8	63.7	28.6	2.2	S	R32D66
J103245.8+542004	158.19092	2.0	54.33461	2.0	195.8	19.9	155.4	15.7	30.2	0.5	26.1	0.4	-12.0	2.9	2.1	S	R33D65
J103226.5+541912	158.11069	2.1	54.3202	2.1	56.1	6.7	50.3	5.5	26.7	1.2	26.1	1.1	79.8	72.1	2.1	S	R33D65
J103201.9+541559	158.00809	2.0	54.26641	2.0	1666.1	166.7	1443.1	144.3	30.7	0.1	27.3	0.0	51.1	0.6	2.1	M	R33D65
J103042.9+541535	157.67892	2.0	54.25994	2.0	488.5	49.0	438.5	43.9	26.6	0.1	26.2	0.1	56.3	15.6	2.2	S	R32D66
J103035.9+541422	157.64964	2.7	54.23968	2.6	24.3	4.3	16.7	2.9	30.6	4.3	29.7	4.1	72.0	90.0	2.2	S	R32D66
J103824.6+542016	159.60274	2.2	54.33804	2.1	27.7	4.3	26.8	3.3	26.2	1.9	24.8	1.7	60.7	54.7	1.9	S	R33D65
J103809.8+541746	159.54086	2.1	54.2963	2.1	54.7	6.4	45.8	5.0	27.4	1.2	27.2	1.2	57.5	90.0	1.9	S	R33D65
J103732.1+541558	159.38412	2.0	54.26626	2.0	5302.0	530.2	4117.2	411.7	31.3	0.0	25.6	0.0	-20.5	0.1	1.9	M	R33D65
J103826.3+541213	159.60968	2.4	54.20374	2.3	27.3	4.2	21.2	2.9	31.6	3.3	25.4	2.2	-59.3	19.2	1.9	S	R33D65
J103549.3+540248	158.9557	2.2	54.04668	2.3	21.0	4.0	21.1	2.9	26.1	2.6	23.8	2.1	-0.5	42.3	2.0	S	R33D65
J103940.6+535045	159.91943	2.5	53.84608	2.2	40.1	5.0	23.5	3.1	38.1	3.6	27.9	2.1	83.2	13.0	1.9	S	R33D65
J103904.4+534951	159.76849	2.4	53.83098	2.4	15.3	3.5	14.8	2.4	26.4	3.4	24.4	2.9	49.7	66.9	1.8	S	R33D65
J103902.6+534856	159.76089	2.3	53.81581	2.7	37.9	4.7	20.0	2.8	40.5	4.5	29.3	2.6	-18.1	14.8	1.8	S	R33D65
J103801.1+534924	159.50475	2.4	53.82342	2.5	12.8	3.5	13.5	2.3	25.6	3.6	23.3	3.0	27.5	60.7	1.8	S	R33D65
J103608.0+534350	159.03333	2.0	53.73083	2.0	78.9	8.5	75.3	7.8	26.0	0.7	25.2	0.6	-72.6	34.5	1.8	S	R33D65
J103322.6+540658	158.34448	2.1	54.11614	2.1	50.2	6.1	41.2	4.6	29.2	1.6	26.1	1.3	-44.3	18.1	2.1	S	R33D65
J103345.6+540033	158.44028	2.0	54.00921	2.0	341.3	34.5	313.6	31.4	27.1	0.2	24.7	0.2	27.4	3.3	2.0	M	R33D65
J103238.7+540043	158.16158	2.2	54.01197	2.2	32.7	4.8	27.3	3.5	29.1	2.4	25.8	1.9	37.5	26.4	2.1	S	R33D65
J103329.1+535416	158.37155	2.0	53.90465	2.0	104.3	11.0	99.7	10.2	25.9	0.5	25.3	0.5	26.4	38.4	2.0	S	R33D65
J103315.0+535323	158.31288	2.0	53.88974	2.0	387.9	38.9	372.6	37.3	25.6	0.1	25.4	0.1	-6.0	29.0	2.0	S	R33D65
J103034.8+535637	157.6454	2.1	53.94374	2.1	61.9	7.1	49.4	5.4	28.1	1.2	27.9	1.2	-42.1	90.0	2.1	S	R33D65
J103333.1+534020	158.38806	2.4	53.67237	2.9	17.9	3.7	14.2	2.5	31.8	5.0	24.8	3.1	1.9	24.9	1.9	S	R33D65
J103337.9+533652	158.40799	3.3	53.6147	2.2	57.0	6.3	21.3	2.9	56.9	6.2	29.4	2.2	89.8	7.1	1.9	S	R33D65
J103216.2+534431	158.06776	2.0	53.74201	2.0	785.3	78.6	756.8	75.7	25.7	0.1	25.2	0.1	-83.4	3.5	2.0	S	R33D65
J103141.8+533921	157.92444	2.7	53.6561	2.6	21.3	3.8	15.0	2.5	30.8	4.3	28.8	3.8	-79.2	85.5	1.9	S	R33D65
J103221.7+532845	158.09084	2.4	53.47944	2.4	17.5	3.7	16.5	2.5	26.2	3.1	25.3	2.9	-1.9	90.0	1.9	S	R33D65
J103127.9+533147	157.86653	2.1	53.52999	2.0	411.6	41.5	148.9	15.0	57.7	1.4	27.2	0.4	29.2	1.6	1.9	M	R33D65
J102920.3+532627	157.33469	2.0	53.44093	2.0	587.3	58.8	532.3	53.3	26.6	0.1	25.9	0.1	-64.5	7.6	2.1	S	R32D65
J102912.3+532120	157.30132	2.2	53.35577	2.3	32.2	4.8	25.3	3.3	30.1	2.8	26.4	2.2	14.8	30.5	2.1	S	R32D65
J102810.9+531539	157.04575	2.0	53.26087	2.0	147.2	15.5	106.0	10.8	33.9	0.9	23.2	0.4	17.1	2.9	2.2	M	R32D65
J103956.7+534124	159.98636	2.3	53.69002	2.6	17.6	3.6	15.9	2.4	30.0	3.9	23.1	2.4	18.8	20.4	1.8	S	R33D65
J103932.7+533832	159.88635	2.0	53.64237	2.0	437.4	43.9	426.0	42.6	25.5	0.1	25.2	0.1	-33.1	17.6	1.8	C	R33D65
J103927.2+533821	159.86354	2.0	53.63919	2.0	85.7	9.1	81.2	8.3	26.0	0.6	25.4	0.6	40.2	37.0	1.8	C	R33D65
J103846.0+533010	159.69186	2.0	53.50284	2.0	1348.9	135.0	334.4	33.5	63.1	0.3	47.6	0.2	-31.0	0.9	1.8	M	R33D65
J103649.2+533717	159.20526	2.1	53.62149	2.0	97.2	10.2	68.7	7.1	34.1	1.1	25.9	0.6	88.2	4.1	1.8	S	R33D65
J103818.2+533109	159.57616	2.0	53.51931	2.0	259.0	26.1	238.1	23.9	26.6	0.2	25.5	0.2	45.8	7.2	1.8	S	R33D65
J103716.0+533105	159.31699	2.1	53.51817	2.2	24.2	3.9	24.1	3.0	27.6	2.3	22.7	1.5	31.7	16.3	1.8	S	R33D65
J103650.7+532911	159.21136	2.0	53.48665	2.0	116.0	12.0	86.8	8.9	31.9	0.8	26.2	0.5	60.2	4.3	1.8	S	R33D65
J103913.5+532328	159.80653	2.0	53.39112	2.0	381.2	38.3	330.6	33.1	30.8	0.2	24.6	0.1	-60.7	1.2	1.8	M	R33D65
J103945.9+531902	159.94138	2.2	53.31727	2.2	27.1	4.1	25.1	3.1	26.7	2.0	25.3	1.8	46.3	56.4	1.8	S	R33D65
J104007.4+531817	160.03098	2.0	53.30496	2.0	220.1	22.5	153.0	15.4	32.5	0.5	23.7	0.3	-32.4	2.0	1.8	M	R33D65
J103812.7+531904	159.55305	2.4	53.31787	2.6	17.2	3.5	14.1	2.3	29.0	4.0	26.3	3.3	-6.3	56.0	1.8	S	R33D65
J103818.3+531429	159.57637	2.0	53.24158	2.1	43.0	5.3	42.7	4.6	25.6	1.1	24.6	1.0	-13.2	41.6	1.8	S	R33D65
J103828.4+530827	159.61865	2.0	53.14103	2.0	91.3	9.6	83.5	8.5	26.8	0.6	25.5	0.5	-33.8	18.4	1.8	S	R33D65
J103726.2+530551	159.35918	2.0	53.09777	2.0	380.5	38.3	240.6	24.1	39.5	0.4	27.6	0.2	43.1	1.2	1.8	M	R33D65
J103722.1+530508	159.3423	2.0	53.08557	2.0	138.1	14.1	111.8	11.3	29.7	0.5	26.0	0.4	32.5	5.0	1.8	C	R33D65
J103449.8+532528	158.70766	2.0	53.42469	2.0	55.7	6.4	52.7	5.6	26.5	1.0	25.0	0.9	-14.2	24.4	1.9	S	R33D65
J103254.9+531246	158.22882	2.0	53.21303	2.0	358.6	36.0	311.4	31.2	27.6	0.2	26.0	0.2	7.9	3.0	1.9	S	R33D65
J103551.0+531200	158.96265	2.0	53.20009	2.0	80.0	8.6	76.8	7.9	25.6	0.6	25.4	0.6	25.6	90.0	1.9	S	R33D65
J103445.2+530255	158.68843	2.0	53.04883	2.0	234.2	23.6	197.1	19.8	28.0	0.3	26.5	0.3	-20.5	6.2	1.9	S	R33D65
J103250.3+530558	158.20969	2.3	53.09952	2.3	25.8	4.2	21.4	2.9	27.7	2.6	27.3	2.6	-71.5	90.0	1.9	S	R33D65
J103353.8+530209	158.47424	2.2	53.03584	2.2	32.7	4.6	27.1	3.3	30.9	2.5	24.4	1.6	-41.5	12.9	1.9	S	R33D65
J103946.6+530637	159.94444	2.0	53.11045	2.0	295.3	29.7	282.8	28.3	25.8	0.2	25.3	0.2	31.2	12.0	1.8	S	R33D65
J104023.8+530731	160.09927	2.0	53.12539	2.0	90.8	9.6	66.5	6.9	32.7	1.1	26.1	0.7	-76.1	6.0	1.9	C	R33D65
J104019.8+530739	160.08273	2.0	53.12757	2.0	167.6	17.0	127.4	12.9	31.0	0.5	26.5	0.4	-72.8	4.4	1.9	C	R33D65
J104210.4+530521	160.54366	2.1	53.08938	2.1	49.4	5.9	41.0	4.6	28.9	1.4	26.0	1.2	-72.8	20.2	1.9	C	R33D65
J104046.9+530235	160.19547	2.4	53.04306	2.8	32.4	4.3	18.0	2.7	38.3	4.7	29.4	3.0	-12.4	20.1	1.9	S	R33D65
J104106.5+530100	160.2774	2.4	53.01684	2.2	25.2	4.0	20.5	2.8	30.5	3.1	25.2	2.2	66.5	22.5	1.9	S	R33D65
J104119.7+525735	160.33238	2.0	52.9599	2.0	88.3	9.4	88.5	9.0	25.2	0.5	24.8	0.5	72.7	60.0	1.9	S	R33D65
J103857.6+525437	159.7403	2.5	52.91035	2.6	18.7	3.6	14.7	2.4	31.5	4.5	25.3	3.0	33.8	26.4	1.8	S	R33D65
J104142.1+525258	160.42577	2.2	52.88283	2.3	35.9	4.8	26.5	3.3	32.1	2.7	26.3	1.8	21.3	17.5	1.9	S	R33D65
J104120.9+525628	160.3373	2.1	52.94114	2.1	62.3	7.0	49.3	5.3	31.3	1.4	25.2	0.9	50.5	8.6	1.9	S	R33D65
J104059.0+524624	160.24622	2.0	52.77346	2.0	73.1	8.0	67.5	7.0	26.6	0.8	25.4	0.7	-5.4	26.5	1.9	S	R33D65
J104050.0+524455	160.20851	2.3	52.74885	2.3	18.3	3.8	18.6	2.7	25.3	2.6	24.3	2.4	-49.4	90.0	1.9	S	R33D65
J104030.5+524625	160.12727	2.0	52.77388	2.0	345.6	34.7	336.8	33.7	25.5	0.1	25.1	0.1	-7.5	14.4	1.9	S	R33D65
J104027.0+524230	160.11272	2.5	52.70837	2.4	19.2	3.8	16.2	2.6	28.8	3.7	25.7	3.0	53.4	45.4	1.9	S	R33D65
J103602.0+530003	159.00861	2.1	53.00086	2.5	49.4	5.7	27.8	3.4	42.7	3.5	25.9	1.5	18.2	6.6	1.8	C	R33D65
J103603.7+525919	159.01578	2.1	52.98875	2.3	60.8	6.7	33.5	3.9	42.8	2.9	26.5	1.3	-17.3	5.6	1.8	C	R33D65
J103613.8+525611	159.05756	2.0	52.9365	2.0	63.4	7.1	53.1	5.6	28.7	1.1	26.0	0.9	-30.4	14.5	1.8	S	R33D65
J103538.5+525147	158.9106	2.0	52.86328	2.0	70.1	7.7	63.4	6.6	26.7	0.8	25.9	0.8	30.4	38.4	1.9	S	R33D65
J103315.3+525217	158.31413	2.5	52.87149	2.6	17.7	3.6	14.8	2.4	29.7	4.2	25.3	3.1	38.8	34.2	1.9	S	R33D65
J103329.3+524011	158.37215	2.0	52.66975	2.0	309.7	31.1	261.6	26.2	28.0	0.2	26.4	0.2	-73.3	4.1	1.9	S	R33D65
J103752.0+523227	159.46706	2.0	52.54092	2.0	390.6	39.2	367.4	36.8	26.0	0.1	25.5	0.1	30.6	10.1	1.9	S	R33D65
J103539.4+523001	158.91444	2.0	52.50046	2.0	320.2	32.3	217.7	21.8	32.8	0.4	26.1	0.2	7.5	2.0	1.9	M	R33D65
J103609.5+522636	159.03981	2.2	52.44337	2.2	22.2	4.0	22.3	2.9	26.3	2.4	23.7	1.9	82.4	33.1	1.9	S	R33D65
J103430.2+522551	158.62589	2.1	52.43096	2.2	41.2	5.2	29.9	3.6	31.6	2.2	27.2	1.7	-16.8	18.7	1.9	S	R33D65
J102954.4+531838	157.47701	2.2	53.31079	2.3	31.1	4.6	24.0	3.2	29.7	2.8	27.4	2.4	14.7	49.0	2.0	S	R32D65
J102949.2+531642	157.45534	3.1	53.27833	2.7	22.8	4.0	14.6	2.6	37.4	6.3	26.1	3.3	60.8	22.1	2.0	C	R32D65
J102947.4+531600	157.44769	2.1	53.26676	2.1	59.5	6.9	48.6	5.3	29.0	1.3	26.5	1.1	-9.3	22.4	2.0	C	R32D65
J103121.2+531443	157.83835	2.5	53.24531	2.6	15.7	3.7	14.3	2.4	27.8	4.1	24.7	3.2	-31.6	48.3	1.9	S	R33D65
J103053.6+531011	157.72356	3.1	53.16995	4.4	373.5	37.7	187.2	18.8	102.1	10.6	25.0	1.4	-61.1	4.8	2.0	M	R33D65
J103013.5+530714	157.55659	2.0	53.12079	2.0	121.7	12.6	109.9	11.2	26.5	0.5	26.1	0.5	-68.2	55.2	2.0	S	R33D65
